package_name,desc,long_desc,Depends,Suggests,Imports,Inviews,Version,License,Enhances
sciplot,Scientific Graphing Functions for Factorial Designs,A collection of functions that creates graphs with error bars for data collected from one-way or higher factorial designs.,stats,,,,1.1-0,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
SciViews,SciViews GUI API - Main package,"Functions to install SciViews additions to R, and more (various) tools","R (≥ 2.6.0), stats, grDevices, graphics, MASS",,ellipse,,0.9-5,GPL-2,base
SCMA,Single-Case Meta-Analysis,An R package for single-case meta-analysis.,R (≥ 2.11.1),,,MetaAnalysis,1.1,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
SCORER2,SCORER 2.0: an algorithm for distinguishing parallel dimeric and trimeric coiled-coil sequences,"This package contains the functions necessary to run the SCORER 2.0 algorithm. SCORER 2.0 can be used to differentiate between parallel dimeric and trimeric coiled-coil sequence, which are the two most more frequent coiled-coil structures observed naturally. As such, SCORER 2.0 is particularly useful for researchers looking to characterize novel coiled-coil sequences. It may also be used to assist in the structural characterization of synthetic coiled-coil sequences. Also included in this package are functions that allows the user to retrain the SCORER 2.0 algorithm using user-defined training data.",R (≥ 2.12),,,,0.99.0,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
scoring,Proper scoring rules,"Evaluating probabilistic forecasts via proper scoring rules.  scoring implements the beta, power, and pseudospherical families of proper scoring rules, along with ordered versions of the latter two families.  Included among these families are popular rules like the Brier (quadratic) score, logarithmic score, and spherical score.  For two-alternative forecasts, also includes functionality for plotting scores that one would obtain under specific scoring rules.",R (≥ 2.10),testthat,,,0.5,GPL-2,
ScottKnott,The ScottKnott Clustering Algorithm,Division of an ANOVA experiment treatment means into homogeneous distinct groups using the clustering method of Scott & Knott,"R (≥ 2.6.0), stats, base",,,,1.2-4,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
scout,Implements the Scout method for Covariance-Regularized Regression,"Implements the Scout method for regression, described in ""Covariance-regularized regression and classification for high-dimensional problems"", by Witten and Tibshirani (2008), Journal of the Royal Statistical Society, Series B 71(3): 615-636.","R (≥ 1.9.0), glasso, lars",,,,1.0.3,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
SCperf,Supply Chain Perform,"The package implements different inventory models, the bullwhip effect and other supply chain performance variables.",,,,,1.0,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
ScrabbleScore,Calculates Scrabble score for strings,Given a word will produce that word's scrabble score. Unlike many naive implementations this package takes into consideration the distribution of letter in scrabble. So a word like 'zzz' will be scored '10' rather than '30'.,R (≥ 2.10),testthat (≥ 0.7),,,1.0,MIT License,
scrapeR,Tools for Scraping Data from HTML and XML Documents,Tools for Scraping Data from Web-Based Documents,"XML, RCurl",,,WebTechnologies,0.1.6,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
ScreenClean,Screen and clean variable selection procedures,"Routines for a collection of screen-and-clean type variable selection procedures, including UPS and GS.",,,"MASS, Matrix, quadprog",,1.0.1,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
scrime,Analysis of High-Dimensional Categorical Data such as SNP Data,"Tools for the analysis of high-dimensional data developed/implemented at the group ""Statistical Complexity Reduction In Molecular Epidemiology"" (SCRIME). Main focus is on SNP data. But most of the functions can also be applied to other types of categorical data.",,"MASS, RSQLite (≥ 0.4-15), oligoClasses (≥ 1.1.9)",,,1.3.3,GPL-2,
scriptests,Transcript-based unit tests that are easy to create and maintain,"Support for using .Rt (transcript) tests in the tests directory of a package.  Provides more convenience and features than the standard .R/.Rout.save tests.  Tests can be run under R CMD check and also interactively.  Provides source.pkg() for quickly loading code, DLLs, and data from a package for use in an edit/compile/test development cycle.",,,,,1.0-9,GPL-2 | GPL-3 [expanded from: GPL],
SCRT,Single-Case Randomization Tests,"A package for designing single-case phase, alternation and multiple-baseline experiments, as well as for conducting randomization tests on data gathered by means of such designs.",R (≥ 2.14.1),,,,1.0,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
scrypt,scrypt key derivation functions for R,scrypt is an R package for working with scrypt. Scrypt is a password-based key derivation function created by Colin Percival. The algorithm was specifically designed to make it costly to perform large-scale custom hardware attacks by requiring large amounts of memory.,R (≥ 2.15.1),,Rcpp (≥ 0.10.6),,0.1.0,FreeBSD | file LICENSE,
scuba,Scuba diving calculations and decompression models,"dive profiles, decompression models and gas calculations for scuba diving",R (≥ 3.0.0),,,,1.7-0,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
SCVA,Single-Case Visual Analysis,"A package to make graphical representations of single case data and to transform graphical displays back to raw data. The package also includes tools for visually analyzing single-case data, by displaying central location, variability and trend.",R (≥ 2.15.2),,,,1.0,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
sda,Shrinkage Discriminant Analysis and CAT Score Variable Selection,This package provides an efficient framework for high-dimensional linear and diagonal discriminant analysis with variable selection.  The classifier is trained using James-Stein-type shrinkage estimators and predictor variables are ranked using correlation-adjusted t-scores (CAT scores).  Variable selection error is controlled using false non-discovery rates or higher criticism.,"R (≥ 2.15.1), entropy (≥ 1.2.0), corpcor (≥ 1.6.6), fdrtool (≥ 1.2.11)",crossval,,MachineLearning,1.3.3,GPL (≥ 3),
SDaA,Sampling: Design and Analysis,"Functions and Datasets from Lohr, S. (1999), Sampling: Design and Analysis, Duxbury.","survey, ggplot2 (≥ 0.8.2)",,,OfficialStatistics,0.1-2,GPL-3,
SDBP,Calculate the third-order accurate Unbiased P-values via Speedy double bootstrap method,Calculating the third-order unbiased p-values via speedy double bootstrap method.,,,,,1.0,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
sdcMicro,Statistical Disclosure Control methods for anonymization of microdata and risk estimation,"Data from statistical agencies and other institutions are mostly confidential. This package can be used for the generation of anonymized (micro)data, i.e. for the creation of public- and scientific-use files. In addition, various risk estimation methods are included. Note that the package sdcMicroGUI includes a graphical user interface for various methods in this package.","R (≥ 2.10), brew, knitr, data.table, xtable",laeken,"car, robustbase, cluster, MASS, e1071, tools, Rcpp, methods, sets",OfficialStatistics,4.3.0,GPL-2,
sdcMicroGUI,Graphical user interface for package sdcMicro,A point and click graphical user interface based on top of the sdcMicro package to create anonymized data set. The graphical user interface provides full reproducibility of any result via the script menu in the GUI.,"sdcMicro (≥ 4.1.0), gWidgetsRGtk2, tcltk, cairoDevice",,"vcd, foreign, Hmisc, tools",,1.1.1,GPL-2,
sdcTable,Methods for statistical disclosure control in tabular data,Implementation of methods for statistical disclosure control in tabular data,"stringr, methods, Rcpp (≥ 0.11.0), Rglpk, lpSolveAPI, data.table",testthat (≥ 0.3),,OfficialStatistics,0.16.0,GPL-2,
SDD,Serial Dependence Diagrams,This package allows for  computing (and by default plotting) different types of serial dependence diagrams.,R (≥ 2.15.0),,"Hmisc, sm, tseries, stats, rpanel, rgl",TimeSeries,1.1,GPL-2,
SDDA,Stepwise Diagonal Discriminant Analysis,Stepwsie Diagonal Discriminant Analysis - a fast algorithm for building multivariate classifiers,MASS,,,MachineLearning,1.0-5,file LICENSE,
sddpack,Semidiscrete Decomposition,"The semidiscrete decomposition (SDD) approximates a matrix as a weighted sum of outer products formed by vectors with entries constrained to be in the set {-1, 0, 1}.",,,,,0.9,GPL-2,
sde,Simulation and Inference for Stochastic Differential Equations,"Companion package to the book Simulation and Inference for Stochastic Differential Equations With R Examples, ISBN 978-0-387-75838-1, Springer, NY.","MASS, stats4, fda, zoo",,,"DifferentialEquations, Econometrics, Finance, TimeSeries",2.0.10,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
sdef,Synthesizing List of Differentially Expressed Features,The package performs two tests to evaluate if the experiments are associated and returns a list of interesting features common to all the experiments.,,,,,1.5,GPL-2,
SDMTools,Species Distribution Modelling Tools: Tools for processing data associated with species distribution modelling exercises,"This packages provides a set of tools for post processing the outcomes of species distribution modeling exercises. It includes novel methods for comparing models and tracking changes in distributions through time. It further includes methods for visualizing outcomes, selecting thresholds, calculating measures of accuracy and landscape fragmentation statistics, etc.. This package was made possible in part by financial support from the Australian Research Council & ARC Research Network for Earth System Science.",,"adehabitat, raster, sp",R.utils,,1.1-20,GPL (≥ 3),
sdmvspecies,Create virtual species for species distribution modelling,"This package includes several methods to create virtual species distribution map. Those maps can be used for species distribution modelling (SDM) study. SDM use environmental data for sites of occurrence of a species to predict all the sites where the environmental conditions are suitable for the species to persist, and may be expected to occur.","raster, parallel, ggplot2",,,,0.2.1,GPL-2,
sdnet,Soft Discretization-based Bayesian Network Inference,Fitting discrete Bayesian networks using marginal mixture distributions,R (≥ 3.0.2),,"methods, stats",,2.01.3,GPL-2 | GPL-3 [expanded from: GPL (≥ 2)],
sdprisk,Measures of Risk for the Compound Poisson Risk Process with Diffusion,"This package provides saddlepoint approximations to some measures of risk based on the compound Poisson risk process that is perturbed by a Brownian motion.  It also includes various approximation methods for the probability of ruin.  Furthermore, exact values of both the risk measures as well as the probability of ruin are available if the individual claims follow a hypo-exponential distribution (i. e., if it can be represented as a sum of independent exponentially distributed random variables with different rate parameters).",,,"numDeriv, PolynomF, rootSolve",,1.0-3,AGPL-3,
